100,1.16 
2023-06-24,102900005116714,8.42 
2023-06-24,102900005116837,3.64 
2023-06-24,102900005116899,11.00 
2023-06-24,102900005118817,9.63 
2023-06-24,102900005118824,11.14 
2023-06-24,102900005118831,4.75 
2023-06-24,102900005119975,3.60 
2023-06-24,102900005125815,5.48 
2023-06-24,102900011000328,6.24 
2023-06-24,102900011001691,9.19 
2023-06-24,102900011006948,7.66 
2023-06-24,102900011007969,5.68 
2023-06-24,102900011008164,2.40 
2023-06-24,102900011008522,4.98 
2023-06-24,102900011009970,7.45 
2023-06-24,102900011016701,2.83 
2023-06-24,102900011022764,6.94 
2023-06-24,102900011023464,3.00 
2023-06-24,102900011030059,3.32 
2023-06-24,102900011030097,2.94 
2023-06-24,102900011030110,3.90 
2023-06-24,102900011031100,2.36 
2023-06-24,102900011031926,2.66 
2023-06-24,102900011032022,1.51 
2023-06-24,102900011032237,3.11 
2023-06-24,102900011032251,2.78 
2023-06-24,102900011032343,11.92 
2023-06-24,102900011032848,2.63 
2023-06-24,102900011034026,9.89 
2023-06-24,102900011034330,3.39 
2023-06-24,102900011034439,3.53 
2023-06-24,102900011035078,13.46 
2023-06-24,102900011035740,3.16 
2023-06-24,102900051000463,5.38 
2023-06-24,102900051000944,18.00 
2023-06-24,102900051004294,8.22 
2023-06-24,102900051010455,4.57 
2023-06-24,106949711300259,1.45 
2023-06-24,106971533450003,1.95 
2023-06-25,102900005115250,15.60 
2023-06-25,102900005115762,2.34 
2023-06-25,102900005115779,5.76 
2023-06-25,102900005115786,2.37 
2023-06-25,102900005115823,4.12 
2023-06-25,102900005115908,4.60 
2023-06-25,102900005115946,3.25 
2023-06-25,102900005115960,2.94 
2023-06-25,102900005115984,4.48 
2023-06-25,102900005116219,12.25 
2023-06-25,102900005116257,3.80 
2023-06-25,102900005116509,4.12 
2023-06-25,102900005116547,4.09 
2023-06-25,102900005116714,8.15 
2023-06-25,102900005116837,4.02 
2023-06-25,102900005116899,11.00 
2023-06-25,102900005118817,9.63 
2023-06-25,102900005118824,11.30 
2023-06-25,102900005118831,4.83 
2023-06-25,102900005119975,3.60 
2023-06-25,102900005125815,5.51 
2023-06-25,102900011000328,6.24 
2023-06-25,102900011001691,9.18 
2023-06-25,102900011007969,5.68 
2023-06-25,102900011008522,4.98 
2023-06-25,102900011009970,8.84 
2023-06-25,102900011016701,3.46 
2023-06-25,102900011022764,6.94 
2023-06-25,102900011023464,3.00 
2023-06-25,102900011030059,3.59 
2023-06-25,102900011030097,2.96 
2023-06-25,102900011031100,1.94 
2023-06-25,102900011031216,4.10 
2023-06-25,102900011031926,2.66 
2023-06-25,102900011032022,1.45 
2023-06-25,102900011032251,2.75 
2023-06-25,102900011032343,11.93 
2023-06-25,102900011032732,13.23 
2023-06-25,102900011032848,2.62 
2023-06-25,102900011034330,3.39 
2023-06-25,102900011034439,3.44 
2023-06-25,102900011035078,12.80 
2023-06-25,102900051000463,4.44 
2023-06-25,102900051000944,18.00 
2023-06-25,102900051004294,7.74 
2023-06-25,102900051010455,4.68 
2023-06-25,106949711300259,1.46 
2023-06-25,106971533450003,1.96 
2023-06-26,102900005115250,15.60 
2023-06-26,102900005115762,2.33 
2023-06-26,102900005115779,5.76 
2023-06-26,102900005115786,2.42 
2023-06-26,102900005115823,4.08 
2023-06-26,102900005115946,3.27 
2023-06-26,102900005115960,2.72 
2023-06-26,102900005115984,4.48 
2023-06-26,102900005116219,12.31 
2023-06-26,102900005116257,3.80 
2023-06-26,102900005116509,4.11 
2023-06-26,102900005116547,4.08 
2023-06-26,102900005116714,7.94 
2023-06-26,102900005116837,4.46 
2023-06-26,102900005116899,11.00 
2023-06-26,102900005117209,12.05 
2023-06-26,102900005118817,9.66 
2023-06-26,102900005118824,11.65 
2023-06-26,102900005118831,4.84 
2023-06-26,102900005119975,3.60 
2023-06-26,102900005125815,5.50 
2023-06-26,102900011000328,6.60 
2023-06-26,102900011006948,8.93 
2023-06-26,102900011007969,5.67 
2023-06-26,102900011008164,2.47 
2023-06-26,102900011008522,4.98 
2023-06-26,102900011009970,7.45 
2023-06-26,102900011013274,3.58 
2023-06-26,102900011016701,3.48 
2023-06-26,102900011022764,6.94 
2023-06-26,102900011023464,3.00 
2023-06-26,102900011030059,3.59 
2023-06-26,102900011030097,2.79 
2023-06-26,102900011030929,1.30 
2023-06-26,102900011031100,2.05 
2023-06-26,102900011031926,2.66 
2023-06-26,102900011032022,1.43 
2023-06-26,102900011032237,2.55 
2023-06-26,102900011032251,2.93 
2023-06-26,102900011032343,11.92 
2023-06-26,102900011032732,13.35 
2023-06-26,102900011032848,2.61 
2023-06-26,102900011034026,9.89 
2023-06-26,102900011034330,3.42 
2023-06-26,102900011034439,3.36 
2023-06-26,102900011035078,12.78 
2023-06-26,102900011035740,3.44 
2023-06-26,102900051000463,4.40 
2023-06-26,102900051000944,18.00 
2023-06-26,102900051004294,6.62 
2023-06-26,102900051010455,4.68 
2023-06-26,106949711300259,1.44 
2023-06-26,106971533450003,1.96 
2023-06-27,102900005115250,15.60 
2023-06-27,102900005115762,2.34 
2023-06-27,102900005115779,5.74 
2023-06-27,102900005115786,2.47 
2023-06-27,102900005115823,4.08 
2023-06-27,102900005115908,4.61 
2023-06-27,102900005115946,3.28 
2023-06-27,102900005115960,2.67 
2023-06-27,102900005115984,2.66 
2023-06-27,102900005116219,12.34 
2023-06-27,102900005116257,3.80 
2023-06-27,102900005116509,3.98 
2023-06-27,102900005116547,4.07 
2023-06-27,102900005116714,7.80 
2023-06-27,102900005116837,4.59 
2023-06-27,102900005116899,10.64 
2023-06-27,102900005118817,9.67 
2023-06-27,102900005118824,11.64 
2023-06-27,102900005118831,4.85 
2023-06-27,102900005119975,3.44 
2023-06-27,102900005125815,5.49 
2023-06-27,102900011000328,7.64 
2023-06-27,102900011001691,9.18 
2023-06-27,102900011006948,9.19 
2023-06-27,102900011007969,5.69 
2023-06-27,102900011008164,2.42 
2023-06-27,102900011008522,4.98 
2023-06-27,102900011009970,9.92 
2023-06-27,102900011016701,3.40 
2023-06-27,102900011018132,16.07 
2023-06-27,102900011022764,6.99 
2023-06-27,102900011023464,2.91 
2023-06-27,102900011030059,3.58 
2023-06-27,102900011030097,2.80 
2023-06-27,102900011030110,4.13 
2023-06-27,102900011031100,2.07 
2023-06-27,102900011031926,2.67 
2023-06-27,102900011032022,1.43 
2023-06-27,102900011032251,2.93 
2023-06-27,102900011032343,12.53 
2023-06-27,102900011032732,13.39 
2023-06-27,102900011032848,2.29 
2023-06-27,102900011033982,4.34 
2023-06-27,102900011034330,3.40 
2023-06-27,102900011034439,3.06 
2023-06-27,102900011035078,12.91 
2023-06-27,102900011035740,3.12 
2023-06-27,102900011036686,1.46 
2023-06-27,102900051000463,4.41 
2023-06-27,102900051000944,18.00 
2023-06-27,102900051004294,6.47 
2023-06-27,102900051010455,4.68 
2023-06-27,106949711300259,1.46 
2023-06-27,106971533450003,1.95 
2023-06-28,102900005115250,15.60 
2023-06-28,102900005115762,2.37 
2023-06-28,102900005115786,2.25 
2023-06-28,102900005115823,4.08 
2023-06-28,102900005115908,4.62 
2023-06-28,102900005115946,3.24 
2023-06-28,102900005115960,2.68 
2023-06-28,102900005116219,12.33 
2023-06-28,102900005116257,3.80 
2023-06-28,102900005116509,3.98 
2023-06-28,102900005116547,4.08 
2023-06-28,102900005116714,7.45 
2023-06-28,102900005116837,4.46 
2023-06-28,102900005116899,10.60 
2023-06-28,102900005118817,9.66 
2023-06-28,102900005118824,11.67 
2023-06-28,102900005118831,4.85 
2023-06-28,102900005119975,2.99 
2023-06-28,102900005125815,5.50 
2023-06-28,102900011000328,7.97 
2023-06-28,102900011001691,9.18 
2023-06-28,102900011007969,5.71 
2023-06-28,102900011008164,2.73 
2023-06-28,102900011009970,7.45 
2023-06-28,102900011013274,3.57 
2023-06-28,102900011016701,3.30 
2023-06-28,102900011022764,7.01 
2023-06-28,102900011023464,2.60 
2023-06-28,102900011030059,3.85 
2023-06-28,102900011030097,2.86 
2023-06-28,102900011030110,4.19 
2023-06-28,102900011031100,2.17 
2023-06-28,102900011031926,2.72 
2023-06-28,102900011032022,1.21 
2023-06-28,102900011032237,2.54 
2023-06-28,102900011032251,3.39 
2023-06-28,102900011032343,12.84 
2023-06-28,102900011032848,2.29 
2023-06-28,102900011034026,9.94 
2023-06-28,102900011034330,3.40 
2023-06-28,102900011034439,2.96 
2023-06-28,102900011035078,12.81 
2023-06-28,102900051000463,3.64 
2023-06-28,102900051000944,18.00 
2023-06-28,102900051004294,6.47 
2023-06-28,102900051010455,4.68 
2023-06-28,106949711300259,1.45 
2023-06-28,106971533450003,1.96 
2023-06-29,102900005115250,15.60 
2023-06-29,102900005115762,2.37 
2023-06-29,102900005115779,5.68 
2023-06-29,102900005115786,2.16 
2023-06-29,102900005115823,4.08 
2023-06-29,102900005115946,3.07 
2023-06-29,102900005115960,2.71 
2023-06-29,102900005116219,11.40 
2023-06-29,102900005116257,3.80 
2023-06-29,102900005116509,3.98 
2023-06-29,102900005116547,3.99 
2023-06-29,102900005116714,7.42 
2023-06-29,102900005116837,5.41 
2023-06-29,102900005116899,10.60 
2023-06-29,102900005117209,8.92 
2023-06-29,102900005118824,11.71 
2023-06-29,102900005118831,4.60 
2023-06-29,102900005119975,2.60 
2023-06-29,102900005125815,5.52 
2023-06-29,102900011000328,8.95 
2023-06-29,102900011001691,9.15 
2023-06-29,102900011007969,5.48 
2023-06-29,102900011008164,2.59 
2023-06-29,102900011013274,3.57 
2023-06-29,102900011016701,3.59 
2023-06-29,102900011018132,16.06 
2023-06-29,102900011022764,7.06 
2023-06-29,102900011023464,2.60 
2023-06-29,102900011030059,3.81 
2023-06-29,102900011030097,2.86 
2023-06-29,102900011030110,4.20 
2023-06-29,102900011031100,2.25 
2023-06-29,102900011031926,2.63 
2023-06-29,102900011032022,1.67 
2023-06-29,102900011032251,3.87 
2023-06-29,102900011032343,12.13 
2023-06-29,102900011032732,13.67 
2023-06-29,102900011032848,2.29 
2023-06-29,102900011033982,4.34 
2023-06-29,102900011034026,9.20 
2023-06-29,102900011034330,3.41 
2023-06-29,102900011034439,2.95 
2023-06-29,102900011035078,12.80 
2023-06-29,102900011036686,1.71 
2023-06-29,102900051000463,3.20 
2023-06-29,102900051000944,18.00 
2023-06-29,102900051004294,6.47 
2023-06-29,102900051010455,4.67 
2023-06-29,106949711300259,1.46 
2023-06-29,106971533450003,1.95 
2023-06-30,102900005115250,15.60 
2023-06-30,102900005115762,2.21 
2023-06-30,102900005115786,2.15 
2023-06-30,102900005115823,4.09 
2023-06-30,102900005115946,3.12 
2023-06-30,102900005115960,2.53 
2023-06-30,102900005116219,11.39 
2023-06-30,102900005116257,3.43 
2023-06-30,102900005116509,3.98 
2023-06-30,102900005116547,3.74 
2023-06-30,102900005116714,7.59 
2023-06-30,102900005116837,5.56 
2023-06-30,102900005116899,10.38 
2023-06-30,102900005118817,9.67 
2023-06-30,102900005118824,11.67 
2023-06-30,102900005118831,4.40 
2023-06-30,102900005119975,2.60 
2023-06-30,102900005125815,5.51 
2023-06-30,102900011000328,8.97 
2023-06-30,102900011001691,9.16 
2023-06-30,102900011007969,5.29 
2023-06-30,102900011008164,2.56 
2023-06-30,102900011009970,7.46 
2023-06-30,102900011013274,3.29 
2023-06-30,102900011016701,3.63 
2023-06-30,102900011018132,16.06 
2023-06-30,102900011022764,7.00 
2023-06-30,102900011023464,2.70 
2023-06-30,102900011030059,3.49 
2023-06-30,102900011030097,2.84 
2023-06-30,102900011030110,4.07 
2023-06-30,102900011031100,2.11 
2023-06-30,102900011031926,2.60 
2023-06-30,102900011032022,2.10 
2023-06-30,102900011032251,4.29 
2023-06-30,102900011032732,13.69 
2023-06-30,102900011032848,2.33 
2023-06-30,102900011034026,8.39 
2023-06-30,102900011034330,3.41 
2023-06-30,102900011034439,3.32 
2023-06-30,102900011035078,12.72 
2023-06-30,102900011035740,3.12 
2023-06-30,102900011036686,1.53 
2023-06-30,102900051000463,3.20 
2023-06-30,102900051000944,18.00 
2023-06-30,102900051004294,6.45 
2023-06-30,102900051010455,4.48 
2023-06-30,106949711300259,1.45 
2023-06-30,106971533450003,1.95 
-08-20,102900011032213,3.32 
2022-08-20,102900011032251,1.90 
2022-08-20,102900011032367,5.40 
2022-08-20,102900011032619,13.64 
2022-08-20,102900011032732,15.36 
2022-08-20,102900011032787,1.08 
2022-08-20,102900011032848,1.11 
2022-08-20,102900011033234,1.16 
2022-08-20,102900011033906,1.84 
2022-08-20,102900011033920,3.83 
2022-08-20,102900011033937,8.14 
2022-08-20,102900011033944,6.64 
2022-08-20,102900011033975,4.00 
2022-08-20,102900011033982,2.09 
2022-08-20,102900011034026,3.78 
2022-08-20,102900011034200,1.37 
2022-08-20,102900011034217,6.14 
2022-08-20,102900011034224,1.18 
2022-08-20,102900011034231,1.97 
2022-08-20,102900011034330,2.38 
2022-08-20,102900011034439,2.47 
2022-08-20,102900011035078,11.55 
2022-08-20,102900051000463,3.48 
2022-08-20,102900051000944,16.00 
2022-08-20,102900051009336,14.04 
2022-08-20,102900051010455,3.59 
2022-08-20,106949711300259,2.33 
2022-08-21,102900005115946,2.66 
2022-08-21,102900005116714,4.94 
2022-08-21,102900005116790,2.00 
2022-08-21,102900005116837,15.14 
2022-08-21,102900005116899,5.04 
2022-08-21,102900005118831,3.62 
2022-08-21,102900005119104,2.07 
2022-08-21,102900011001561,1.33 
2022-08-21,102900011001691,5.14 
2022-08-21,102900011007044,3.38 
2022-08-21,102900011008522,4.55 
2022-08-21,102900011009970,4.44 
2022-08-21,102900011013274,3.88 
2022-08-21,102900011016701,3.90 
2022-08-21,102900011022764,4.90 
2022-08-21,102900011023464,0.10 
2022-08-21,102900011030059,2.98 
2022-08-21,102900011030097,1.99 
2022-08-21,102900011030110,2.66 
2022-08-21,102900011030134,3.64 
2022-08-21,102900011030141,1.43 
2022-08-21,102900011030912,2.66 
2022-08-21,102900011030929,1.61 
2022-08-21,102900011031100,1.10 
2022-08-21,102900011031582,1.49 
2022-08-21,102900011031995,2.39 
2022-08-21,102900011032022,1.07 
2022-08-21,102900011032206,1.15 
2022-08-21,102900011032213,3.33 
2022-08-21,102900011032237,0.16 
2022-08-21,102900011032251,1.94 
2022-08-21,102900011032343,9.32 
2022-08-21,102900011032367,0.10 
2022-08-21,102900011032619,13.90 
2022-08-21,102900011032732,15.19 
2022-08-21,102900011032787,1.05 
2022-08-21,102900011032848,1.11 
2022-08-21,102900011033234,1.20 
2022-08-21,102900011033906,1.80 
2022-08-21,102900011033920,3.62 
2022-08-21,102900011033937,8.13 
2022-08-21,102900011033944,6.50 
2022-08-21,102900011033982,3.18 
2022-08-21,102900011034026,3.77 
2022-08-21,102900011034200,1.37 
2022-08-21,102900011034217,5.61 
2022-08-21,102900011034231,1.96 
2022-08-21,102900011034330,2.42 
2022-08-21,102900011034439,2.47 
2022-08-21,102900011035078,12.30 
2022-08-21,102900051000463,3.55 
2022-08-21,102900051000944,16.00 
2022-08-21,102900051009336,14.31 
2022-08-21,102900051010455,3.58 
2022-08-21,106949711300259,2.35 
2022-08-22,102900005115946,2.68 
2022-08-22,102900005116219,9.00 
2022-08-22,102900005116714,4.97 
2022-08-22,102900005116837,13.82 
2022-08-22,102900005116899,5.05 
2022-08-22,102900005116943,13.07 
2022-08-22,102900005117209,9.10 
2022-08-22,102900005118831,3.64 
2022-08-22,102900005119104,1.89 
2022-08-22,102900005125808,8.87 
2022-08-22,102900011001561,1.33 
2022-08-22,102900011001691,5.09 
2022-08-22,102900011007044,3.24 
2022-08-22,102900011008522,4.56 
2022-08-22,102900011013274,3.88 
2022-08-22,102900011016701,3.90 
2022-08-22,102900011022764,4.91 
2022-08-22,102900011030059,3.05 
2022-08-22,102900011030097,2.05 
2022-08-22,102900011030110,2.95 
2022-08-22,102900011030134,3.77 
2022-08-22,102900011030141,1.57 
2022-08-22,102900011030912,2.67 
2022-08-22,102900011030929,1.53 
2022-08-22,102900011031100,1.03 
2022-08-22,102900011031582,1.34 
2022-08-22,102900011031995,2.39 
2022-08-22,102900011032022,1.17 
2022-08-22,102900011032206,1.12 
2022-08-22,102900011032213,3.32 
2022-08-22,102900011032237,1.57 
2022-08-22,102900011032251,2.33 
2022-08-22,102900011032367,9.42 
2022-08-22,102900011032619,14.40 
2022-08-22,102900011032732,15.30 
2022-08-22,102900011032787,1.02 
2022-08-22,102900011032848,1.11 
2022-08-22,102900011033234,1.25 
2022-08-22,102900011033906,1.55 
2022-08-22,102900011033920,1.19 
2022-08-22,102900011033937,8.28 
2022-08-22,102900011033944,6.56 
2022-08-22,102900011033975,4.00 
2022-08-22,102900011033982,3.25 
2022-08-22,102900011034026,3.76 
2022-08-22,102900011034200,1.67 
2022-08-22,102900011034217,4.68 
2022-08-22,102900011034224,1.42 
2022-08-22,102900011034231,2.24 
2022-08-22,102900011034262,0.10 
2022-08-22,102900011034330,2.42 
2022-08-22,102900011034439,2.47 
2022-08-22,102900011035078,10.76 
2022-08-22,102900051000463,3.55 
2022-08-22,102900051000944,16.00 
2022-08-22,102900051009336,14.22 
2022-08-22,102900051010455,3.58 
2022-08-22,106949711300259,2.37 
2022-08-23,102900005115946,2.65 
2022-08-23,102900005116714,4.97 
2022-08-23,102900005116837,13.64 
2022-08-23,102900005116899,5.06 
2022-08-23,102900005118831,3.64 
2022-08-23,102900005119104,1.90 
2022-08-23,102900005119968,6.61 
2022-08-23,102900011001561,1.28 
2022-08-23,102900011001691,5.00 
2022-08-23,102900011006955,14.46 
2022-08-23,102900011008164,5.50 
2022-08-23,102900011008522,4.56 
2022-08-23,102900011009970,4.44 
2022-08-23,102900011016701,3.90 
2022-08-23,102900011022764,4.91 
2022-08-23,102900011030059,3.11 
2022-08-23,102900011030097,1.98 
2022-08-23,102900011030110,2.98 
2022-08-23,102900011030134,3.75 
2022-08-23,102900011030141,1.67 
2022-08-23,102900011030912,2.68 
2022-08-23,102900011030929,1.57 
2022-08-23,102900011031100,1.12 
2022-08-23,102900011031995,2.13 
2022-08-23,102900011032022,1.26 
2022-08-23,102900011032206,1.11 
2022-08-23,102900011032213,1.86 
2022-08-23,102900011032237,1.57 
2022-08-23,102900011032244,3.68 
2022-08-23,102900011032251,2.36 
2022-08-23,102900011032343,9.32 
2022-08-23,102900011032367,9.94 
2022-08-23,102900011032619,14.40 
2022-08-23,102900011032732,15.44 
2022-08-23,102900011032787,1.02 
2022-08-23,102900011032848,1.11 
2022-08-23,102900011033234,1.26 
2022-08-23,102900011033906,1.33 
2022-08-23,102900011033920,4.35 
2022-08-23,102900011033937,8.58 
2022-08-23,102900011033944,6.39 
2022-08-23,102900011033975,3.99 
2022-08-23,102900011033982,3.25 
2022-08-23,102900011034026,3.76 
2022-08-23,102900011034200,1.67 
2022-08-23,102900011034217,4.69 
2022-08-23,102900011034224,1.44 
2022-08-23,102900011034231,2.49 
2022-08-23,102900011034330,2.40 
2022-08-23,102900011034439,2.47 
2022-08-23,102900011035078,10.02 
2022-08-23,102900051000463,3.55 
2022-08-23,102900051000944,16.00 
2022-08-23,102900051004294,7.00 
2022-08-23,102900051009336,14.24 
2022-08-23,102900051010455,3.58 
2022-08-23,106949711300259,2.37 
2022-08-24,102900005115946,2.67 
2022-08-24,102900005116226,0.10 
2022-08-24,102900005116530,7.25 
2022-08-24,102900005116714,5.59 
2022-08-24,102900005116837,14.60 
2022-08-24,102900005116899,5.20 
2022-08-24,102900005118831,3.68 
2022-08-24,102900005119968,6.58 
2022-08-24,102900005125808,8.97 
2022-08-24,102900011001561,1.33 
2022-08-24,102900011001691,5.13 
2022-08-24,102900011007044,3.00 
2022-08-24,102900011008522,4.56 
2022-08-24,102900011009970,4.35 
2022-08-24,102900011016701,3.94 
2022-08-24,102900011021842,0.01 
2022-08-24,102900011022764,5.10 
2022-08-24,102900011030059,3.11 
2022-08-24,102900011030097,1.93 
2022-08-24,102900011030110,2.94 
2022-08-24,102900011030134,3.38 
2022-08-24,102900011030141,1.89 
2022-08-24,102900011030158,0.10 
2022-08-24,102900011030912,2.67 
2022-08-24,102900011030929,1.56 
2022-08-24,102900011031100,1.18 
2022-08-24,102900011031995,2.01 
2022-08-24,102900011032022,0.98 
2022-08-24,102900011032206,1.11 
2022-08-24,102900011032213,0.93 
2022-08-24,102900011032237,1.57 
2022-08-24,102900011032244,3.68 
2022-08-24,102900011032251,2.36 
2022-08-24,102900011032343,9.32 
2022-08-24,102900011032367,10.36 
2022-08-24,102900011032619,13.81 
2022-08-24,102900011032732,14.40 
2022-08-24,102900011032787,1.10 
2022-08-24,102900011032848,1.10 
2022-08-24,102900011033234,1.30 
2022-08-24,102900011033906,2.50 
2022-08-24,102900011033920,4.35 
2022-08-24,102900011033937,8.17 
